week,date,day,slot,time,pillar,weekly_theme,editorial_angle,format,working_title,hook,outline,cta,source
79,2028-02-24,Thursday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 1",Scale & Hardening,common mistakes checklist,The resumes for AI roles mistakes checklist (scale & hardening),Five checks that catch 90% of resumes for AI roles mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made at production scale | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Bookmark this; you will need it at 3am someday.,github.com/alexeygrigorev/ai-engineering-field-guide
79,2028-02-25,Friday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 1",Scale & Hardening,contrarian take,Hot take: most advice about building in public is wrong (scale & hardening),"The standard advice on building in public optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Tag someone who is debugging this right now.,github.com/checkcheckzz/system-design-interview
79,2028-02-25,Friday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 1",Scale & Hardening,debate prompt,"Debate: is building in public necessary, or overengineering? (scale & hardening)","Two senior engineers, opposite positions on building in public, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued at production scale | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Repost this so your team sees it.,github.com/checkcheckzz/system-design-interview
79,2028-02-26,Saturday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 1",Scale & Hardening,recap + quiz,"Week 79 recap and quiz: Career, FDE & Interviews - Scale & Hardening, part 1",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: transitioning from ML research; leveling and compensation in AI infra; company-by-company hiring loop data; resumes for AI roles; building in public | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Save this for your next design review.,github.com/alexeygrigorev/ai-engineering-field-guide
79,2028-02-26,Saturday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 1",Scale & Hardening,weekend challenge,Weekend challenge: open-source contribution strategy (scale & hardening),90 focused minutes on open-source contribution strategy this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on open-source contribution strategy, at production scale, with a visible artifact | Point to the exact starting resource: github.com/alexeygrigorev/ai-engineering-field-guide | Ask readers to post their artifact and tag it for review",Follow along - this series runs all week.,github.com/alexeygrigorev/ai-engineering-field-guide
80,2028-02-27,Sunday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,theme kickoff,"Week 80 kickoff - Career, FDE & Interviews - Scale & Hardening, part 2","This week: career, fde & interviews, at production scale. What works in a demo dies at scale. This pass is about surviving contact with real traffic.",Name the week's six topics: interview red flags; mock interview drills; negotiation for AI roles; staying current systematically; T-shaped skill development; your first 90 days as an FDE | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Comment your take - I read every reply.,github.com/checkcheckzz/system-design-interview
80,2028-02-27,Sunday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,poll,"Poll (week 80): where are you with career, fde & interviews?",Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Bookmark this; you will need it at 3am someday.,github.com/checkcheckzz/system-design-interview
80,2028-02-28,Monday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,concept deep-dive,"interview red flags, explained at production scale",Most engineers can name interview red flags. Far fewer can explain the mechanics. Here is the scale & hardening version.,"Define interview red flags in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Tag someone who is debugging this right now.,github.com/alexeygrigorev/ai-engineering-field-guide
80,2028-02-28,Monday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,annotated diagram,interview red flags in one diagram (scale & hardening),"If you cannot draw interview red flags, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Repost this so your team sees it.,github.com/alexeygrigorev/ai-engineering-field-guide
80,2028-02-29,Tuesday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,repo walkthrough,Inside system-design-interview: mock interview drills in real code (scale & hardening),Theory posts about mock interview drills are everywhere. Today: where it actually lives in github.com/checkcheckzz/system-design-interview.,"Point to the exact files/sections in github.com/checkcheckzz/system-design-interview that implement or document mock interview drills | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read at production scale",Save this for your next design review.,github.com/checkcheckzz/system-design-interview
80,2028-02-29,Tuesday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,snippet / config tip,A working snippet for mock interview drills (scale & hardening),One copy-pasteable block that makes mock interview drills concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Follow along - this series runs all week.,github.com/checkcheckzz/system-design-interview
80,2028-03-01,Wednesday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,case study,Case study: negotiation for AI roles in production (scale & hardening),"A real team, a real system, and negotiation for AI roles under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about negotiation for AI roles",Comment your take - I read every reply.,github.com/alexeygrigorev/ai-engineering-field-guide
80,2028-03-01,Wednesday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,lessons listicle,5 lessons about negotiation for AI roles teams learn too late (scale & hardening),Every one of these negotiation for AI roles lessons was paid for in an incident review.,"Five one-line lessons framed at production scale, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Bookmark this; you will need it at 3am someday.,github.com/alexeygrigorev/ai-engineering-field-guide
80,2028-03-02,Thursday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,hands-on tutorial,Hands-on: staying current systematically in under an hour (scale & hardening),Stop reading about staying current systematically. Here is the smallest real exercise that teaches it at production scale.,Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Tag someone who is debugging this right now.,github.com/checkcheckzz/system-design-interview
80,2028-03-02,Thursday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,common mistakes checklist,The staying current systematically mistakes checklist (scale & hardening),Five checks that catch 90% of staying current systematically mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made at production scale | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Repost this so your team sees it.,github.com/checkcheckzz/system-design-interview
80,2028-03-03,Friday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,contrarian take,Hot take: most advice about T-shaped skill development is wrong (scale & hardening),"The standard advice on T-shaped skill development optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Save this for your next design review.,github.com/alexeygrigorev/ai-engineering-field-guide
80,2028-03-03,Friday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,debate prompt,"Debate: is T-shaped skill development necessary, or overengineering? (scale & hardening)","Two senior engineers, opposite positions on T-shaped skill development, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued at production scale | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Follow along - this series runs all week.,github.com/alexeygrigorev/ai-engineering-field-guide
80,2028-03-04,Saturday,AM,09:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,recap + quiz,"Week 80 recap and quiz: Career, FDE & Interviews - Scale & Hardening, part 2",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: interview red flags; mock interview drills; negotiation for AI roles; staying current systematically; T-shaped skill development | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Comment your take - I read every reply.,github.com/checkcheckzz/system-design-interview
80,2028-03-04,Saturday,PM,17:00,"Career, FDE & Interviews","Career, FDE & Interviews - Scale & Hardening, part 2",Scale & Hardening,weekend challenge,Weekend challenge: your first 90 days as an FDE (scale & hardening),90 focused minutes on your first 90 days as an FDE this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on your first 90 days as an FDE, at production scale, with a visible artifact | Point to the exact starting resource: github.com/checkcheckzz/system-design-interview | Ask readers to post their artifact and tag it for review",Bookmark this; you will need it at 3am someday.,github.com/checkcheckzz/system-design-interview
81,2028-03-05,Sunday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,theme kickoff,"Week 81 kickoff - System Design Fundamentals - Frontier & Mastery, part 1","This week: system design fundamentals, at the frontier, interview-grade. The difference between using a thing and being the person others ask about it.",Name the week's six topics: DNS resolution paths; cache-aside vs write-through caching; cache eviction policies; cache stampede protection; database indexing; B-trees vs LSM trees | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Tag someone who is debugging this right now.,github.com/donnemartin/system-design-primer
81,2028-03-05,Sunday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,poll,Poll (week 81): where are you with system design fundamentals?,Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Repost this so your team sees it.,github.com/donnemartin/system-design-primer
81,2028-03-06,Monday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,concept deep-dive,"DNS resolution paths, explained at the frontier, interview-grade",Most engineers can name DNS resolution paths. Far fewer can explain the mechanics. Here is the frontier & mastery version.,"Define DNS resolution paths in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Save this for your next design review.,github.com/ByteByteGoHq/system-design-101
81,2028-03-06,Monday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,annotated diagram,DNS resolution paths in one diagram (frontier & mastery),"If you cannot draw DNS resolution paths, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Follow along - this series runs all week.,github.com/ByteByteGoHq/system-design-101
81,2028-03-07,Tuesday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,repo walkthrough,Inside awesome-system-design-resources: cache-aside vs write-through caching in real code (frontier & mastery),Theory posts about cache-aside vs write-through caching are everywhere. Today: where it actually lives in github.com/ashishps1/awesome-system-design-resources.,"Point to the exact files/sections in github.com/ashishps1/awesome-system-design-resources that implement or document cache-aside vs write-through caching | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read at the frontier, interview-grade",Comment your take - I read every reply.,github.com/ashishps1/awesome-system-design-resources
81,2028-03-07,Tuesday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,snippet / config tip,A working snippet for cache-aside vs write-through caching (frontier & mastery),One copy-pasteable block that makes cache-aside vs write-through caching concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Bookmark this; you will need it at 3am someday.,github.com/ashishps1/awesome-system-design-resources
81,2028-03-08,Wednesday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,case study,Case study: cache eviction policies in production (frontier & mastery),"A real team, a real system, and cache eviction policies under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about cache eviction policies",Tag someone who is debugging this right now.,github.com/karanpratapsingh/system-design
81,2028-03-08,Wednesday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,lessons listicle,5 lessons about cache eviction policies teams learn too late (frontier & mastery),Every one of these cache eviction policies lessons was paid for in an incident review.,"Five one-line lessons framed at the frontier, interview-grade, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Repost this so your team sees it.,github.com/karanpratapsingh/system-design
81,2028-03-09,Thursday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,hands-on tutorial,Hands-on: cache stampede protection in under an hour (frontier & mastery),"Stop reading about cache stampede protection. Here is the smallest real exercise that teaches it at the frontier, interview-grade.",Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Save this for your next design review.,github.com/binhnguyennus/awesome-scalability
81,2028-03-09,Thursday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,common mistakes checklist,The cache stampede protection mistakes checklist (frontier & mastery),Five checks that catch 90% of cache stampede protection mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made at the frontier, interview-grade | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Follow along - this series runs all week.,github.com/binhnguyennus/awesome-scalability
81,2028-03-10,Friday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,contrarian take,Hot take: most advice about database indexing is wrong (frontier & mastery),"The standard advice on database indexing optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Comment your take - I read every reply.,github.com/donnemartin/system-design-primer
81,2028-03-10,Friday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,debate prompt,"Debate: is database indexing necessary, or overengineering? (frontier & mastery)","Two senior engineers, opposite positions on database indexing, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued at the frontier, interview-grade | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Bookmark this; you will need it at 3am someday.,github.com/donnemartin/system-design-primer
81,2028-03-11,Saturday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,recap + quiz,"Week 81 recap and quiz: System Design Fundamentals - Frontier & Mastery, part 1",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: DNS resolution paths; cache-aside vs write-through caching; cache eviction policies; cache stampede protection; database indexing | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Tag someone who is debugging this right now.,github.com/ByteByteGoHq/system-design-101
81,2028-03-11,Saturday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 1",Frontier & Mastery,weekend challenge,Weekend challenge: B-trees vs LSM trees (frontier & mastery),90 focused minutes on B-trees vs LSM trees this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on B-trees vs LSM trees, at the frontier, interview-grade, with a visible artifact | Point to the exact starting resource: github.com/ByteByteGoHq/system-design-101 | Ask readers to post their artifact and tag it for review",Repost this so your team sees it.,github.com/ByteByteGoHq/system-design-101
82,2028-03-12,Sunday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,theme kickoff,"Week 82 kickoff - System Design Fundamentals - Frontier & Mastery, part 2","This week: system design fundamentals, at the frontier, interview-grade. The difference between using a thing and being the person others ask about it.",Name the week's six topics: SQL vs NoSQL selection; database sharding strategies; leader-follower replication; leaderless replication and quorums; Raft consensus; two-phase commit vs sagas | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Save this for your next design review.,github.com/ashishps1/awesome-system-design-resources
82,2028-03-12,Sunday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,poll,Poll (week 82): where are you with system design fundamentals?,Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Follow along - this series runs all week.,github.com/ashishps1/awesome-system-design-resources
82,2028-03-13,Monday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,concept deep-dive,"SQL vs NoSQL selection, explained at the frontier, interview-grade",Most engineers can name SQL vs NoSQL selection. Far fewer can explain the mechanics. Here is the frontier & mastery version.,"Define SQL vs NoSQL selection in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Comment your take - I read every reply.,github.com/karanpratapsingh/system-design
82,2028-03-13,Monday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,annotated diagram,SQL vs NoSQL selection in one diagram (frontier & mastery),"If you cannot draw SQL vs NoSQL selection, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Bookmark this; you will need it at 3am someday.,github.com/karanpratapsingh/system-design
82,2028-03-14,Tuesday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,repo walkthrough,Inside awesome-scalability: database sharding strategies in real code (frontier & mastery),Theory posts about database sharding strategies are everywhere. Today: where it actually lives in github.com/binhnguyennus/awesome-scalability.,"Point to the exact files/sections in github.com/binhnguyennus/awesome-scalability that implement or document database sharding strategies | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read at the frontier, interview-grade",Tag someone who is debugging this right now.,github.com/binhnguyennus/awesome-scalability
82,2028-03-14,Tuesday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,snippet / config tip,A working snippet for database sharding strategies (frontier & mastery),One copy-pasteable block that makes database sharding strategies concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Repost this so your team sees it.,github.com/binhnguyennus/awesome-scalability
82,2028-03-15,Wednesday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,case study,Case study: leader-follower replication in production (frontier & mastery),"A real team, a real system, and leader-follower replication under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about leader-follower replication",Save this for your next design review.,github.com/donnemartin/system-design-primer
82,2028-03-15,Wednesday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,lessons listicle,5 lessons about leader-follower replication teams learn too late (frontier & mastery),Every one of these leader-follower replication lessons was paid for in an incident review.,"Five one-line lessons framed at the frontier, interview-grade, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Follow along - this series runs all week.,github.com/donnemartin/system-design-primer
82,2028-03-16,Thursday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,hands-on tutorial,Hands-on: leaderless replication and quorums in under an hour (frontier & mastery),"Stop reading about leaderless replication and quorums. Here is the smallest real exercise that teaches it at the frontier, interview-grade.",Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Comment your take - I read every reply.,github.com/ByteByteGoHq/system-design-101
82,2028-03-16,Thursday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,common mistakes checklist,The leaderless replication and quorums mistakes checklist (frontier & mastery),Five checks that catch 90% of leaderless replication and quorums mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made at the frontier, interview-grade | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Bookmark this; you will need it at 3am someday.,github.com/ByteByteGoHq/system-design-101
82,2028-03-17,Friday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,contrarian take,Hot take: most advice about Raft consensus is wrong (frontier & mastery),"The standard advice on Raft consensus optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Tag someone who is debugging this right now.,github.com/ashishps1/awesome-system-design-resources
82,2028-03-17,Friday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,debate prompt,"Debate: is Raft consensus necessary, or overengineering? (frontier & mastery)","Two senior engineers, opposite positions on Raft consensus, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued at the frontier, interview-grade | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Repost this so your team sees it.,github.com/ashishps1/awesome-system-design-resources
82,2028-03-18,Saturday,AM,09:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,recap + quiz,"Week 82 recap and quiz: System Design Fundamentals - Frontier & Mastery, part 2",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: SQL vs NoSQL selection; database sharding strategies; leader-follower replication; leaderless replication and quorums; Raft consensus | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Save this for your next design review.,github.com/karanpratapsingh/system-design
82,2028-03-18,Saturday,PM,17:00,System Design Fundamentals,"System Design Fundamentals - Frontier & Mastery, part 2",Frontier & Mastery,weekend challenge,Weekend challenge: two-phase commit vs sagas (frontier & mastery),90 focused minutes on two-phase commit vs sagas this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on two-phase commit vs sagas, at the frontier, interview-grade, with a visible artifact | Point to the exact starting resource: github.com/karanpratapsingh/system-design | Ask readers to post their artifact and tag it for review",Follow along - this series runs all week.,github.com/karanpratapsingh/system-design
83,2028-03-19,Sunday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,theme kickoff,"Week 83 kickoff - LLM Internals & Pretraining - Frontier & Mastery, part 1","This week: llm internals & pretraining, at the frontier, interview-grade. The difference between using a thing and being the person others ask about it.",Name the week's six topics: Chinchilla scaling laws; pretraining data curation; dataset deduplication; tokenizer training; data mixture weighting; data parallelism | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Comment your take - I read every reply.,github.com/rasbt/LLMs-from-scratch
83,2028-03-19,Sunday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,poll,Poll (week 83): where are you with llm internals & pretraining?,Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Bookmark this; you will need it at 3am someday.,github.com/rasbt/LLMs-from-scratch
83,2028-03-20,Monday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,concept deep-dive,"Chinchilla scaling laws, explained at the frontier, interview-grade",Most engineers can name Chinchilla scaling laws. Far fewer can explain the mechanics. Here is the frontier & mastery version.,"Define Chinchilla scaling laws in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Tag someone who is debugging this right now.,github.com/RUCAIBox/awesome-llm-pretraining
83,2028-03-20,Monday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,annotated diagram,Chinchilla scaling laws in one diagram (frontier & mastery),"If you cannot draw Chinchilla scaling laws, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Repost this so your team sees it.,github.com/RUCAIBox/awesome-llm-pretraining
83,2028-03-21,Tuesday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,repo walkthrough,Inside LLMs-from-scratch: pretraining data curation in real code (frontier & mastery),Theory posts about pretraining data curation are everywhere. Today: where it actually lives in github.com/rasbt/LLMs-from-scratch.,"Point to the exact files/sections in github.com/rasbt/LLMs-from-scratch that implement or document pretraining data curation | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read at the frontier, interview-grade",Save this for your next design review.,github.com/rasbt/LLMs-from-scratch
83,2028-03-21,Tuesday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,snippet / config tip,A working snippet for pretraining data curation (frontier & mastery),One copy-pasteable block that makes pretraining data curation concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Follow along - this series runs all week.,github.com/rasbt/LLMs-from-scratch
83,2028-03-22,Wednesday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,case study,Case study: dataset deduplication in production (frontier & mastery),"A real team, a real system, and dataset deduplication under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about dataset deduplication",Comment your take - I read every reply.,github.com/RUCAIBox/awesome-llm-pretraining
83,2028-03-22,Wednesday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,lessons listicle,5 lessons about dataset deduplication teams learn too late (frontier & mastery),Every one of these dataset deduplication lessons was paid for in an incident review.,"Five one-line lessons framed at the frontier, interview-grade, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Bookmark this; you will need it at 3am someday.,github.com/RUCAIBox/awesome-llm-pretraining
83,2028-03-23,Thursday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,hands-on tutorial,Hands-on: tokenizer training in under an hour (frontier & mastery),"Stop reading about tokenizer training. Here is the smallest real exercise that teaches it at the frontier, interview-grade.",Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Tag someone who is debugging this right now.,github.com/rasbt/LLMs-from-scratch
83,2028-03-23,Thursday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,common mistakes checklist,The tokenizer training mistakes checklist (frontier & mastery),Five checks that catch 90% of tokenizer training mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made at the frontier, interview-grade | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Repost this so your team sees it.,github.com/rasbt/LLMs-from-scratch
83,2028-03-24,Friday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,contrarian take,Hot take: most advice about data mixture weighting is wrong (frontier & mastery),"The standard advice on data mixture weighting optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Save this for your next design review.,github.com/RUCAIBox/awesome-llm-pretraining
